N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
10235;6;1;Manilkara elata;Maçaranduba;98,68;21;Explorar;1;10,5191;0,7647;-5,909595;-54,974183
10236;6;1;Simarouba amara;Marupá;63,66;15;Explorar;2;3,5398;0,3183;-5,909974;-54,974076
10237;6;1;Holopyxidium jarana;Jarana;39,79;16;Remanescente;1;1,2129;0,1243;-5,910121;-54,974216
10238;6;1;Brosimum parinarioides;Amapá;60,48;19;Remanescente;1;3,7642;0,2873;-5,910301;-54,974184
10239;6;1;Castilla ulei;Caucho;54,11;16;Explorar;1;2,585;0,23;-5,910334;-54,974216
10240;6;1;Buchenavia grandis;Mirindiba;111,41;20;Remanescente;3;12,4005;0,9748;-5,911111;-54,974231
10241;6;1;Caryocar glabrum;Pequiarana;63,66;14;Remanescente;2;3,3641;0,3183;-5,911629;-54,974256
10242;6;1;Micropholis melinoniana;Currupixá;98,68;20;Explorar;1;10,1551;0,7647;-5,911073;-54,97435
10243;6;1;Hymenaea parvifolia;Jutaí-mirim;48,38;19;Remanescente;1;2,2492;0,1839;-5,91089;-54,974424
10244;6;1;Handroanthus serratifolius;Ipê-amarelo;68,44;20;Explorar;1;5,0861;0,3678;-5,910364;-54,974419
10245;6;1;Apuleia leiocarpa;Garapeira;98,68;20;Explorar;2;10,1551;0,7647;-5,909938;-54,974393
10246;6;1;Micropholis melinoniana;Currupixá;73,21;19;Explorar;1;5,623;0,421;-5,909742;-54,974403
10247;6;1;Manilkara elata;Maçaranduba;50,93;18;Substituta;1;2,4451;0,2037;-5,909775;-54,974377
10248;6;1;Couratari guianensis;Tauari;66,85;21;Explorar;1;5,0162;0,3509;-5,909682;-54,974332
10249;6;1;Buchenavia grandis;Mirindiba;58,89;17;Remanescente;2;3,2728;0,2724;-5,908109;-54,974443
10250;6;1;Buchenavia grandis;Mirindiba;95,49;15;Explorar;2;7,7799;0,7162;-5,907224;-54,974521
10251;6;1;Hymenaea parvifolia;Jutaí-mirim;50,93;21;Explorar;1;2,7339;0,2037;-5,90503;-54,974593
10252;6;1;Castilla ulei;Caucho;39,79;13;Remanescente;2;1,0405;0,1243;-5,903676;-54,974435
10253;6;1;Cedrela odorata;Cedro-vermelho;70,66;19;Remanescente;1;5,2344;0,3922;-5,903608;-54,974515
10254;6;1;Hymenaea parvifolia;Jutaí-mirim;60,48;20;Substituta;1;3,9066;0,2873;-5,902913;-54,974486
10255;6;1;Hymenaea parvifolia;Jutaí-mirim;67,8;23;Explorar;1;5,5162;0,361;-5,902835;-54,974576
10256;6;1;Hymenaea parvifolia;Jutaí-mirim;61,12;25;Explorar;1;4,6917;0,2934;-5,902992;-54,974631
10257;6;1;Parkia gigantocarpa;Fava-atanã;63,98;19;Remanescente;2;4,2527;0,3215;-5,904038;-54,974612
10258;6;1;Parkia pendula;Fava-bolota;57,93;15;Remanescente;2;2,8787;0,2636;-5,904518;-54,974615
10259;6;1;Buchenavia grandis;Mirindiba;69,71;19;Remanescente;3;5,0906;0,3817;-5,90848;-54,974588
10260;6;1;Apuleia leiocarpa;Garapeira;76,39;21;Explorar;1;6,5775;0,4584;-5,909882;-54,974713
10261;6;1;Hymenaea courbaril;Jatobá;81,17;28;Substituta;1;9,0811;0,5175;-5,910324;-54,974683
10262;6;1;Hymenaea courbaril;Jatobá;46,79;25;Remanescente;1;2,5255;0,172;-5,910504;-54,974772
10263;6;1;Apuleia leiocarpa;Garapeira;108,23;19;Remanescente;3;11,4068;0,9199;-5,910719;-54,97474
10264;6;1;Cedrela odorata;Cedro-vermelho;44,56;13;Remanescente;1;1,3904;0,156;-5,911112;-54,974621
10265;6;1;Hevea brasiliensis;Seringueira;39,79;11;Remanescente;2;0,9184;0,1243;-5,912035;-54,974905
10266;6;1;Simarouba amara;Marupá;54,11;19;Explorar;1;2,9302;0,23;-5,910876;-54,974898
10267;6;1;Apuleia leiocarpa;Garapeira;81,49;18;Remanescente;1;6,663;0,5215;-5,909385;-54,9749
10268;6;1;Micropholis melinoniana;Currupixá;82,44;19;Explorar;1;7,0845;0,5338;-5,908818;-54,975039
10269;6;1;Hymenaea parvifolia;Jutaí-mirim;50,93;20;Substituta;1;2,6393;0,2037;-5,908741;-54,974952
10270;6;1;Micropholis melinoniana;Currupixá;108,23;21;Explorar;1;12,2629;0,9199;-5,906183;-54,974893
10271;6;1;Couratari guianensis;Tauari;41,38;19;Remanescente;1;1,5222;0,1345;-5,904382;-54,975047
10272;6;1;Simarouba amara;Marupá;49,66;20;Remanescente;2;2,4849;0,1937;-5,902599;-54,974994
10273;6;1;Simarouba amara;Marupá;51,25;19;Explorar;1;2,5808;0,2063;-5,903587;-54,975348
10274;6;1;Micropholis melinoniana;Currupixá;97,4;21;Explorar;1;10,2877;0,7451;-5,905552;-54,975228
10275;6;1;Simarouba amara;Marupá;98,36;19;Explorar;1;9,7309;0,7598;-5,907262;-54,975249
10276;6;1;Couratari guianensis;Tauari;100,27;23;Remanescente;1;11,5391;0,7896;-5,908695;-54,977066
10277;6;1;Handroanthus impetiginosum;Ipê-roxo;95,49;28;Remanescente;1;12,2081;0,7162;-5,908874;-54,976713
10278;6;1;Parkia gigantocarpa;Fava-atanã;65,89;18;Remanescente;2;4,3526;0,341;-5,908627;-54,976178
10279;6;1;Micropholis melinoniana;Currupixá;113;20;Explorar;1;12,6812;1,0029;-5,907488;-54,976362
20001;6;2;Manilkara elata;Maçaranduba;48,06;12;Remanescente;1;1,5782;0,1814;-5,910529;-54,960312
20002;6;2;Goupia glabra;Cupiúba;61,12;11;Remanescente;2;2,5728;0,2934;-5,910723;-54,960364
20003;6;2;Goupia glabra;Cupiúba;77,67;12;Remanescente;1;4,5055;0,4738;-5,910855;-54,960468
20004;6;2;Parkia gigantocarpa;Fava-atanã;70,03;12;Remanescente;2;3,6636;0,3852;-5,910947;-54,960387
20005;6;2;Goupia glabra;Cupiúba;85,94;12;Remanescente;3;5,4587;0,5801;-5,911161;-54,960536
20006;6;2;Manilkara elata;Maçaranduba;39,79;16;Remanescente;1;1,2129;0,1243;-5,911056;-54,960573
20007;6;2;Buchenavia parvifolia;Tanibuca-amarela;50,93;14;Remanescente;1;2,0333;0,2037;-5,911028;-54,960689
20008;6;2;Couratari guianensis;Tauari;50,93;13;Substituta;1;1,9246;0,2037;-5,910962;-54,960592
20009;6;2;Bagassa guianensis;Tatajuba;57,3;13;Remanescente;1;2,5261;0,2578;-5,910758;-54,960635
20010;6;2;Enterolobium maximum;Fava-tamboril;54,11;16;Remanescente;1;2,585;0,23;-5,910524;-54,960686
20011;6;2;Manilkara elata;Maçaranduba;52,2;15;Explorar;1;2,2676;0,214;-5,910646;-54,960883
20012;6;2;Lecythis pisonis;Sapucaia;85,94;14;Explorar;1;6,1214;0,5801;-5,910902;-54,960888
20013;6;2;Holopyxidium jarana;Jarana;47,75;16;Remanescente;2;1,9215;0,179;-5,910995;-54,960948
20014;6;2;Buchenavia parvifolia;Tanibuca-amarela;49,34;15;Remanescente;2;1,9836;0,1912;-5,911386;-54,960925
20015;6;2;Couratari guianensis;Tauari;54,11;18;Explorar;1;2,8173;0,23;-5,912812;-54,961237
20016;6;2;Hevea brasiliensis;Seringueira;50,93;11;Remanescente;2;1,6988;0,2037;-5,912635;-54,96108
20017;6;2;Simarouba amara;Marupá;50,93;16;Substituta;1;2,2434;0,2037;-5,911235;-54,961005
20018;6;2;Lecythis pisonis;Sapucaia;60,48;13;Substituta;2;2,8487;0,2873;-5,910819;-54,961068
20019;6;2;Handroanthus serratifolius;Ipê-amarelo;65,25;17;Remanescente;1;4,09;0,3344;-5,910748;-54,961054
20020;6;2;Goupia glabra;Cupiúba;45,52;12;Remanescente;2;1,381;0,1627;-5,910852;-54,961528
20021;6;2;Goupia glabra;Cupiúba;77,67;14;Explorar;2;5,0525;0,4738;-5,910944;-54,961383
20022;6;2;Simarouba amara;Marupá;44,88;16;Remanescente;1;1,6499;0,1582;-5,911561;-54,961388
20023;6;2;Manilkara elata;Maçaranduba;41,38;16;Remanescente;1;1,3428;0,1345;-5,912526;-54,961523
20024;6;2;Hymenaea courbaril;Jatobá;58,57;18;Explorar;1;3,3712;0,2694;-5,912783;-54,961402
20025;6;2;Bertholletia excelsa;Castanheira;83,4;15;Remanescente;2;6,0908;0,5463;-5,912997;-54,961462
20026;6;2;Caryocar villosum;Pequiá;39,79;10;Remanescente;2;0,8548;0,1243;-5,914384;-54,961458
20027;6;2;Bertholletia excelsa;Castanheira;98,68;18;Remanescente;1;9,4078;0,7647;-5,912656;-54,96171
20028;6;2;Enterolobium maximum;Fava-tamboril;70,03;10;Remanescente;3;3,1947;0,3852;-5,912076;-54,961622
20029;6;2;Manilkara elata;Maçaranduba;50,93;14;Explorar;2;2,0333;0,2037;-5,911577;-54,961601
20030;6;2;Parkia gigantocarpa;Fava-atanã;85,94;16;Remanescente;2;6,7541;0,5801;-5,910929;-54,961781
20031;6;2;Holopyxidium jarana;Jarana;52,2;14;Substituta;1;2,1551;0,214;-5,910686;-54,961643
20032;6;2;Vatairea paraensis;Fava-amargosa;89,13;16;Remanescente;1;7,218;0,6239;-5,910249;-54,961872
20033;6;2;Manilkara elata;Maçaranduba;40,11;15;Remanescente;1;1,181;0,1263;-5,910223;-54,961854
20034;6;2;Goupia glabra;Cupiúba;50,93;14;Explorar;2;2,0333;0,2037;-5,910196;-54,961904
20035;6;2;Bertholletia excelsa;Castanheira;118,41;16;Remanescente;1;11,5886;1,1012;-5,910246;-54,961979
20036;6;2;Virola surinamensis;Virola;46,15;12;Remanescente;2;1,4292;0,1673;-5,910546;-54,961997
20037;6;2;Brosimum parinarioides;Amapá;57,3;18;Remanescente;2;3,2093;0,2578;-5,910551;-54,962083
20038;6;2;Hymenaea parvifolia;Jutaí-mirim;60,48;18;Substituta;2;3,6191;0,2873;-5,910759;-54,96199
20039;6;2;Chrysophyllum lucentifolium;Goiabão;50,93;18;Explorar;1;2,4451;0,2037;-5,911032;-54,961937
20040;6;2;Goupia glabra;Cupiúba;70,66;13;Substituta;1;3,9614;0,3922;-5,911085;-54,961897
20041;6;2;Brosimum parinarioides;Amapá;103,45;18;Remanescente;1;10,1865;0,8405;-5,911217;-54,962043
20042;6;2;Holopyxidium jarana;Jarana;66,85;16;Explorar;1;4,1163;0,3509;-5,911473;-54,961866
20043;6;2;Manilkara elata;Maçaranduba;82,76;18;Substituta;1;6,8612;0,5379;-5,911707;-54,961959
20044;6;2;Goupia glabra;Cupiúba;65,25;14;Explorar;1;3,5459;0,3344;-5,911745;-54,961994
20045;6;2;Parkia gigantocarpa;Fava-atanã;70,03;15;Remanescente;1;4,323;0,3852;-5,912653;-54,961883
20046;6;2;Vochysia maxima;Quaruba;85,94;13;Substituta;1;5,7942;0,5801;-5,912884;-54,961931
20047;6;2;Manilkara elata;Maçaranduba;66,53;16;Explorar;1;4,0753;0,3476;-5,912989;-54,96193
20048;6;2;Goupia glabra;Cupiúba;44,56;10;Remanescente;2;1,1423;0,156;-5,913031;-54,961926
20049;6;2;Bertholletia excelsa;Castanheira;44,56;14;Remanescente;1;1,469;0,156;-5,914867;-54,962199
20050;6;2;Couratari guianensis;Tauari;49,66;16;Remanescente;1;2,1122;0,1937;-5,91465;-54,962258
20051;6;2;Manilkara elata;Maçaranduba;76,39;18;Explorar;1;5,8826;0,4584;-5,913328;-54,962176
20052;6;2;Dipteryx odorata;Cumaru;45,2;14;Remanescente;1;1,5219;0,1605;-5,913235;-54,962334
20053;6;2;Astronium lecointei;Muiracatiara;57,3;19;Explorar;1;3,3379;0,2578;-5,913209;-54,962367
20054;6;2;Vochysia maxima;Quaruba;89,13;15;Explorar;1;6,8837;0,6239;-5,912829;-54,962318
20055;6;2;Astronium lecointei;Muiracatiara;53,16;18;Explorar;2;2,7035;0,2219;-5,912401;-54,962288
20056;6;2;Bertholletia excelsa;Castanheira;312,26;16;Remanescente;1;31,7594;7,6582;-5,912277;-54,962157
20057;6;2;Goupia glabra;Cupiúba;78,62;17;Explorar;1;5,9675;0,4855;-5,912085;-54,962122
20058;6;2;Buchenavia grandis;Mirindiba;102,5;10;Remanescente;3;6,4862;0,8251;-5,91197;-54,9621
20059;6;2;Manilkara elata;Maçaranduba;60,48;18;Explorar;1;3,6191;0,2873;-5,911073;-54,962072
20060;6;2;Manilkara elata;Maçaranduba;50,93;16;Explorar;2;2,2434;0,2037;-5,910457;-54,962165
20061;6;2;Parkia gigantocarpa;Fava-atanã;89,13;20;Remanescente;1;8,4917;0,6239;-5,910322;-54,962338
20062;6;2;Hymenaea courbaril;Jatobá;75,44;21;Explorar;1;6,4166;0,447;-5,910205;-54,962479
20063;6;2;Schizolobium amazonicum;Paricá;58,89;14;Remanescente;2;2,8374;0,2724;-5,91046;-54,962418
20064;6;2;Enterolobium schomburgkii;Fava-de-rosca;65,25;15;Remanescente;1;3,7312;0,3344;-5,910525;-54,962493
20065;6;2;Couratari guianensis;Tauari;94,86;16;Explorar;1;8,0633;0,7067;-5,910545;-54,962528
20066;6;2;Bertholletia excelsa;Castanheira;71,62;18;Remanescente;1;5,172;0,4029;-5,910639;-54,962566
20067;6;2;Astronium lecointei;Muiracatiara;64,3;19;Remanescente;1;4,298;0,3247;-5,910922;-54,96261
20068;6;2;Vochysia maxima;Quaruba;71,3;14;Substituta;1;4,2622;0,3993;-5,911464;-54,962474
20069;6;2;Lecythis pisonis;Sapucaia;89,13;12;Explorar;2;5,8337;0,6239;-5,912419;-54,962536
20070;6;2;Cedrelinga cateniformis;Cedroarana;152,79;12;Remanescente;1;13,372;1,8335;-5,912654;-54,962529
20071;6;2;Manilkara elata;Maçaranduba;79,58;12;Explorar;1;4,7222;0,4974;-5,912957;-54,96243
20072;6;2;Astronium lecointei;Muiracatiara;77,67;16;Explorar;1;5,5747;0,4738;-5,913081;-54,962414
20073;6;2;Manilkara elata;Maçaranduba;66,85;19;Explorar;1;4,6661;0,3509;-5,913388;-54,962546
20074;6;2;Castilla ulei;Caucho;44,56;15;Remanescente;1;1,5457;0,156;-5,913495;-54,962772
20075;6;2;Handroanthus impetiginosum;Ipê-roxo;77,67;18;Remanescente;1;6,0757;0,4738;-5,913454;-54,962778
20076;6;2;Bertholletia excelsa;Castanheira;120,96;16;Remanescente;1;11,9679;1,1491;-5,912855;-54,962757
20077;6;2;Goupia glabra;Cupiúba;88,17;12;Substituta;2;5,7208;0,6106;-5,912223;-54,962845
20078;6;2;Handroanthus serratifolius;Ipê-amarelo;50,93;14;Substituta;1;2,0333;0,2037;-5,91176;-54,962815
20079;6;2;Manilkara elata;Maçaranduba;111,73;19;Remanescente;1;12,0024;0,9804;-5,910953;-54,962845
20080;6;2;Parkia gigantocarpa;Fava-atanã;78,94;15;Remanescente;1;5,4866;0,4894;-5,910872;-54,962739
20081;6;2;Manilkara elata;Maçaranduba;64,94;18;Explorar;1;4,22;0,3312;-5,910433;-54,962857
20082;6;2;Goupia glabra;Cupiúba;66,85;11;Explorar;2;3,1169;0,3509;-5,910284;-54,96272
20083;6;2;Couratari guianensis;Tauari;84,03;15;Explorar;2;6,1781;0,5546;-5,910264;-54,962781
20084;6;2;Hymenaea parvifolia;Jutaí-mirim;44,56;19;Remanescente;1;1,8372;0,156;-5,911406;-54,963005
20085;6;2;Hymenaea courbaril;Jatobá;53,48;17;Explorar;1;2,6293;0,2246;-5,911654;-54,963068
20086;6;2;Hymenaea parvifolia;Jutaí-mirim;66,21;14;Explorar;1;3,6565;0,3443;-5,911806;-54,963136
20087;6;2;Hymenaea parvifolia;Jutaí-mirim;44,56;16;Remanescente;2;1,6208;0,156;-5,912228;-54,962949
20088;6;2;Parkia gigantocarpa;Fava-atanã;66,85;17;Remanescente;2;4,3031;0,3509;-5,912874;-54,963106
20089;6;2;Hymenaea parvifolia;Jutaí-mirim;47,11;15;Remanescente;1;1,7735;0,1743;-5,914253;-54,963309
20090;6;2;Pseudopiptadenia psilostachya;Timborana;39,79;13;Remanescente;2;1,0405;0,1243;-5,913613;-54,963282
20091;6;2;Vochysia maxima;Quaruba;71,62;16;Explorar;1;4,7455;0,4029;-5,913342;-54,963379
20092;6;2;Caryocar villosum;Pequiá;46,15;12;Remanescente;2;1,4292;0,1673;-5,912899;-54,963286
20093;6;2;Goupia glabra;Cupiúba;66,53;11;Explorar;2;3,0859;0,3476;-5,912423;-54,963288
20094;6;2;Goupia glabra;Cupiúba;84,35;12;Explorar;1;5,2728;0,5588;-5,911826;-54,963355
20095;6;2;Manilkara elata;Maçaranduba;56,66;18;Explorar;2;3,1294;0,2521;-5,911326;-54,963265
20096;6;2;Chrysophyllum lucentifolium;Goiabão;78,94;19;Remanescente;1;6,5215;0,4894;-5,911012;-54,963257
20097;6;2;Cedrela odorata;Cedro-vermelho;85,94;10;Remanescente;3;4,76;0,5801;-5,910843;-54,96336
20098;6;2;Trattinnickia rhoifolia;Amescla;87,54;14;Remanescente;1;6,3311;0,6018;-5,910782;-54,963357
20099;6;2;Holopyxidium jarana;Jarana;66,53;13;Substituta;2;3,4961;0,3476;-5,910764;-54,963354
20100;6;2;Manilkara elata;Maçaranduba;46,15;14;Remanescente;1;1,6027;0,1673;-5,910571;-54,963367
20101;6;2;Goupia glabra;Cupiúba;49,34;10;Remanescente;2;1,4658;0,1912;-5,91056;-54,963431
20102;6;2;Manilkara elata;Maçaranduba;73,85;13;Explorar;1;4,3298;0,4283;-5,910369;-54,963434
20103;6;2;Brosimum parinarioides;Amapá;54,11;15;Remanescente;1;2,4653;0,23;-5,91024;-54,963407
20104;6;2;Parkia pendula;Fava-bolota;101,86;12;Remanescente;2;7,3611;0,8149;-5,908588;-54,963709
20105;6;2;Goupia glabra;Cupiúba;66,85;13;Explorar;2;3,5313;0,3509;-5,908911;-54,963603
20106;6;2;Pseudopiptadenia psilostachya;Timborana;66,85;17;Remanescente;1;4,3031;0,3509;-5,909114;-54,963601
20107;6;2;Hymenaea courbaril;Jatobá;63,03;18;Explorar;1;3,9589;0,312;-5,909537;-54,963562
20108;6;2;Manilkara elata;Maçaranduba;52,52;18;Explorar;1;2,6286;0,2166;-5,910435;-54,963673
20109;6;2;Goupia glabra;Cupiúba;89,76;14;Explorar;2;6,6265;0,6328;-5,910565;-54,963631
20110;6;2;Manilkara elata;Maçaranduba;74,48;19;Explorar;1;5,8199;0,4357;-5,910644;-54,963573
20111;6;2;Caryocar villosum;Pequiá;47,11;15;Remanescente;2;1,7735;0,1743;-5,910729;-54,963549
20112;6;2;Manilkara elata;Maçaranduba;58,89;18;Explorar;1;3,4121;0,2724;-5,911813;-54,963662
20113;6;2;Hymenolobium petraeum;Angelim-pedra;76,39;11;Remanescente;2;4,0871;0,4584;-5,911795;-54,963685
20114;6;2;Castilla ulei;Caucho;41,38;10;Remanescente;2;0,9464;0,1345;-5,91217;-54,963605
20115;6;2;Hymenaea courbaril;Jatobá;59,84;18;Explorar;1;3,5358;0,2813;-5,912344;-54,963654
20116;6;2;Goupia glabra;Cupiúba;59,52;14;Explorar;1;2,9059;0,2783;-5,912496;-54,963562
20117;6;2;Parkia gigantocarpa;Fava-atanã;63,03;16;Remanescente;1;3,6324;0,312;-5,912755;-54,96364
20118;6;2;Copaifera duckei;Copaíba;65,25;18;Remanescente;1;4,2641;0,3344;-5,912907;-54,963579
20119;6;2;Hymenaea parvifolia;Jutaí-mirim;52,84;15;Explorar;1;2,3328;0,2193;-5,912987;-54,963618
20120;6;2;Apuleia leiocarpa;Garapeira;63,03;19;Explorar;1;4,1175;0,312;-5,913194;-54,963574
20121;6;2;Caryocar villosum;Pequiá;40,74;13;Remanescente;1;1,1068;0,1304;-5,913423;-54,963572
20122;6;2;Parkia pendula;Fava-bolota;122,55;11;Remanescente;1;9,2413;1,1795;-5,914173;-54,963556
20123;6;2;Goupia glabra;Cupiúba;92,31;14;Explorar;1;6,9662;0,6692;-5,914231;-54,963523
20124;6;2;Hymenaea parvifolia;Jutaí-mirim;53,79;17;Explorar;1;2,6657;0,2273;-5,914379;-54,963513
20125;6;2;Goupia glabra;Cupiúba;44,88;13;Remanescente;2;1,4154;0,1582;-5,914817;-54,963625
20126;6;2;Goupia glabra;Cupiúba;66,85;10;Explorar;2;2,901;0,3509;-5,915355;-54,963561
20127;6;2;Copaifera duckei;Copaíba;52,2;16;Remanescente;2;2,3778;0,214;-5,914578;-54,963742
20128;6;2;Hymenaea parvifolia;Jutaí-mirim;44,56;17;Remanescente;1;1,6943;0,156;-5,91421;-54,963821
20129;6;2;Castilla ulei;Caucho;51,57;10;Substituta;2;1,6282;0,2088;-5,913823;-54,963708
20130;6;2;Castilla ulei;Caucho;43,93;9;Remanescente;1;1,0172;0,1515;-5,913677;-54,963848
20131;6;2;Manilkara elata;Maçaranduba;50,61;12;Substituta;2;1,7864;0,2012;-5,912995;-54,963902
20132;6;2;Goupia glabra;Cupiúba;57,3;12;Explorar;2;2,3798;0,2578;-5,912378;-54,963913
20133;6;2;Bertholletia excelsa;Castanheira;120,96;18;Remanescente;1;13,0436;1,1491;-5,911254;-54,963841
20134;6;2;Manilkara elata;Maçaranduba;44,56;17;Remanescente;1;1,6943;0,156;-5,91078;-54,963857
20135;6;2;Hymenaea parvifolia;Jutaí-mirim;55,7;18;Explorar;1;3,0109;0,2437;-5,910674;-54,963895
20136;6;2;Hymenaea parvifolia;Jutaí-mirim;53,48;17;Explorar;1;2,6293;0,2246;-5,910634;-54,963968
20137;6;2;Castilla ulei;Caucho;42,97;10;Remanescente;1;1,0422;0,145;-5,90986;-54,963833
20138;6;2;Parkia pendula;Fava-bolota;89,13;12;Remanescente;2;5,8337;0,6239;-5,909873;-54,963854
20139;6;2;Manilkara elata;Maçaranduba;60,16;17;Substituta;1;3,4313;0,2843;-5,908599;-54,963862
20140;6;2;Hymenaea parvifolia;Jutaí-mirim;45,2;19;Remanescente;1;1,9034;0,1605;-5,908603;-54,963988
20141;6;2;Buchenavia grandis;Mirindiba;77,03;14;Remanescente;2;4,972;0,466;-5,908491;-54,963935
20142;6;2;Manilkara elata;Maçaranduba;72,57;18;Explorar;1;5,3123;0,4137;-5,908366;-54,963833
20143;6;2;Buchenavia grandis;Mirindiba;109,5;15;Explorar;1;9,779;0,9417;-5,908195;-54,963811
20144;6;2;Buchenavia grandis;Mirindiba;162,34;13;Remanescente;1;15,3012;2,0698;-5,908058;-54,963679
20145;6;2;Dipteryx odorata;Cumaru;71,62;10;Explorar;1;3,3444;0,4029;-5,907931;-54,964239
20146;6;2;Manilkara elata;Maçaranduba;54,11;16;Explorar;2;2,585;0,23;-5,909909;-54,964137
20147;6;2;Hymenaea parvifolia;Jutaí-mirim;57,61;17;Substituta;2;3,1168;0,2607;-5,910691;-54,964088
20148;6;2;Vatairea paraensis;Fava-amargosa;44,56;13;Remanescente;1;1,3904;0,156;-5,910714;-54,964023
20149;6;2;Goupia glabra;Cupiúba;89,13;14;Explorar;1;6,5419;0,6239;-5,910853;-54,964098
20150;6;2;Enterolobium schomburgkii;Fava-de-rosca;47,75;16;Remanescente;1;1,9215;0,179;-5,910905;-54,96412
20151;6;2;Vatairea paraensis;Fava-amargosa;70,03;14;Remanescente;2;4,1084;0,3852;-5,910958;-54,964156
20152;6;2;Castilla ulei;Caucho;75,76;12;Explorar;1;4,2911;0,4508;-5,911146;-54,964244
20153;6;2;Castilla ulei;Caucho;56,66;10;Explorar;1;2,0236;0,2521;-5,911638;-54,964107
20154;6;2;Hymenaea parvifolia;Jutaí-mirim;65,25;14;Remanescente;1;3,5459;0,3344;-5,912912;-54,963964
20155;6;2;Couratari guianensis;Tauari;46,15;18;Remanescente;1;1,9273;0,1673;-5,913372;-54,964097
20156;6;2;Lecythis pisonis;Sapucaia;74,8;12;Explorar;1;4,1848;0,4395;-5,913936;-54,964159
20157;6;2;Couratari guianensis;Tauari;84,03;15;Explorar;1;6,1781;0,5546;-5,915665;-54,96411
20158;6;2;Couratari guianensis;Tauari;46,15;13;Remanescente;3;1,517;0,1673;-5,916725;-54,964045
20159;6;2;Trattinnickia rhoifolia;Amescla;46,15;10;Remanescente;1;1,2463;0,1673;-5,915256;-54,964486
20160;6;2;Manilkara elata;Maçaranduba;48,06;16;Remanescente;1;1,9528;0,1814;-5,911862;-54,964503
20161;6;2;Goupia glabra;Cupiúba;66,85;15;Explorar;1;3,9256;0,3509;-5,910925;-54,964398
20162;6;2;Castilla ulei;Caucho;73,21;9;Explorar;2;3,2276;0,421;-5,910867;-54,964447
20163;6;2;Astronium lecointei;Muiracatiara;71,62;18;Substituta;1;5,172;0,4029;-5,909859;-54,96441
20164;6;2;Couratari guianensis;Tauari;85,94;19;Explorar;1;7,6561;0,5801;-5,909391;-54,964409
20165;6;2;Castilla ulei;Caucho;71,62;9;Substituta;2;3,0877;0,4029;-5,909273;-54,964421
20166;6;2;Chrysophyllum lucentifolium;Goiabão;50,93;14;Explorar;1;2,0333;0,2037;-5,909191;-54,964448
20167;6;2;Lecythis pisonis;Sapucaia;65,25;11;Explorar;1;2,9626;0,3344;-5,908449;-54,9643
20168;6;2;Hymenolobium petraeum;Angelim-pedra;66,85;15;Remanescente;1;3,9256;0,3509;-5,907864;-54,964358
20169;6;2;Manilkara elata;Maçaranduba;70,03;15;Substituta;1;4,323;0,3852;-5,907737;-54,964366
20170;6;2;Mezilaurus itauba;Itaúba;72,26;12;Remanescente;1;3,9046;0,4101;-5,907559;-54,964318
20171;6;2;Dipteryx odorata;Cumaru;54,75;14;Remanescente;1;2,4068;0,2354;-5,907754;-54,964571
20172;6;2;Manilkara elata;Maçaranduba;89,76;11;Explorar;1;5,5363;0,6328;-5,907886;-54,964598
20173;6;2;Pseudopiptadenia psilostachya;Timborana;85,94;12;Remanescente;2;5,4587;0,5801;-5,907927;-54,964632
20174;6;2;Manilkara elata;Maçaranduba;47,75;9;Remanescente;1;1,2503;0,179;-5,908088;-54,964651
20175;6;2;Manilkara elata;Maçaranduba;42,97;13;Remanescente;1;1,2687;0,145;-5,908127;-54,964629
20176;6;2;Handroanthus impetiginosum;Ipê-roxo;57,93;15;Remanescente;1;2,8787;0,2636;-5,908268;-54,96472
20177;6;2;Manilkara elata;Maçaranduba;41,38;11;Remanescente;1;1,0168;0,1345;-5,908285;-54,964641
20178;6;2;Astronium lecointei;Muiracatiara;53,48;18;Explorar;1;2,7413;0,2246;-5,908367;-54,964661
20179;6;2;Cedrela odorata;Cedro-vermelho;76,39;13;Explorar;2;4,6303;0,4584;-5,908394;-54,964653
20180;6;2;Chrysophyllum lucentifolium;Goiabão;41,06;13;Remanescente;1;1,1293;0,1324;-5,908388;-54,964633
20181;6;2;Handroanthus impetiginosum;Ipê-roxo;44,25;17;Remanescente;1;1,6642;0,1538;-5,908428;-54,96465
20182;6;2;Manilkara elata;Maçaranduba;44,56;17;Remanescente;1;1,6943;0,156;-5,908543;-54,964697
20183;6;2;Caryocar villosum;Pequiá;45,2;13;Remanescente;2;1,4405;0,1605;-5,908949;-54,96468
20184;6;2;Enterolobium schomburgkii;Fava-de-rosca;61,12;14;Remanescente;1;3,0795;0,2934;-5,908961;-54,964582
20185;6;2;Chrysophyllum lucentifolium;Goiabão;57,93;15;Explorar;1;2,8787;0,2636;-5,909445;-54,964792
20186;6;2;Dipteryx odorata;Cumaru;45,2;9;Remanescente;1;1,0926;0,1605;-5,909494;-54,964797
20187;6;2;Manilkara elata;Maçaranduba;51,25;12;Explorar;1;1,8401;0,2063;-5,910021;-54,96461
