Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1984-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);
2001-10-08;12,5;26,66;89,75;
2001-10-09;,9;24,3;93,25;
2001-10-10;4;28,36;82,75;
2001-10-11;0;28,58;87,75;
2001-10-12;0;25,48;91,75;
2001-10-13;1,5;25,86;90,5;
2001-10-14;1;26,22;88;
2001-10-15;48,4;24,66;94,25;
2001-10-16;60,7;24,04;98;
2001-10-17;23,4;26,92;86,75;
2001-10-18;0;27,68;86,5;
2001-10-19;0;25,14;90,5;
2001-10-20;22,3;25,36;92,75;
2001-10-21;,6;27,96;84,25;
2001-10-22;0;26,66;97,25;
2001-10-23;,5;26,5;93,5;
2001-10-24;62,8;26,86;90,25;
2001-10-25;11,7;24,94;94,75;
2001-10-26;,3;25,84;90,5;
2001-10-27;0;27,18;90,25;
2001-10-28;21,6;27,88;82,25;
2001-10-29;0;27,04;88,25;
2001-10-30;0;27,76;86,75;
2001-10-31;0;26,94;90,5;
2001-11-01;3;25,22;91,25;
2001-11-02;49,3;26,7;83,5;
2001-11-03;0;28,56;79;
2001-11-04;0;28,72;79;
2001-11-05;0;28,26;79,5;
2001-11-06;3,8;27,8;80,25;
2001-11-07;0;29,42;75,75;
2001-11-08;0;27,6;90,75;
2001-11-09;7,6;26,46;86,25;
2001-11-10;7,5;26,28;88;
2001-11-11;6,4;26,1;90;
2001-11-12;4,9;27,26;80,75;
2001-11-13;0;28,92;78,5;
2001-11-14;0;28,12;81,25;
2001-11-15;,2;26,8;84,75;
2001-11-16;0;27,82;79;
2001-11-17;0;27,92;82,25;
2001-11-18;1,4;25,46;92,5;
2001-11-19;11,3;26,46;91;
2001-11-20;0;26,66;93,25;
2001-11-21;17,6;24,8;93,75;
2001-11-22;0;27,46;88,75;
2001-11-23;0;25,7;92,25;
2001-11-24;60,4;23,44;96,5;
2001-11-25;3,1;25,62;92,5;
2001-11-26;0;24,78;97,5;
2001-11-27;43,2;25,46;92,75;
2001-11-28;7;26,22;89;
2001-11-29;9,5;25,76;91;
2001-11-30;28,4;23,76;96,75;
2001-12-01;5,4;27,28;88,75;
2001-12-02;0;28,7;84;
2001-12-03;7,3;25,24;95,5;
2001-12-04;16,9;26,26;88;
2001-12-05;,7;27,04;90;
2001-12-06;0;29,02;82,5;
2001-12-07;0;27,4;90;
2001-12-08;13,3;25,36;95,25;
2001-12-09;10;26,24;90,5;
2001-12-10;,4;25,82;91;
2001-12-11;0;27,06;89,75;
2001-12-12;,1;26,88;88,25;
2001-12-13;0;25,7;94,25;
2001-12-14;4,7;24,92;93,75;
2001-12-15;19;26,68;89,5;
2001-12-16;0;26,72;95,75;
2001-12-17;15,9;24,8;98,25;
2001-12-18;30,8;25,42;93,75;
2001-12-19;10,6;26,98;90,5;
2001-12-20;0;24,9;97,25;
2001-12-21;55,6;25,76;93;
2001-12-22;0;26,78;91,25;
2001-12-23;16,2;26,06;92,5;
2001-12-24;0;26,58;93;
2001-12-25;0;25,96;91;
2001-12-26;38,7;25,78;91,75;
2001-12-27;4;23,9;98,5;
2001-12-28;123,8;24,82;92,5;
2001-12-29;0;27,56;87;
2001-12-30;29;24,6;98,75;
2001-12-31;13,6;25,8;93;
2002-01-01;2,6;25,68;95;
2002-01-02;10,5;25,02;95,25;
2002-01-03;28,4;24,94;96,5;
2002-01-04;43,9;25,96;87,25;
2002-01-05;,6;27,18;93,25;
2002-01-06;21,8;24,34;99;
2002-01-07;51;25,06;93,25;
2002-01-08;10,6;24,4;98;
2002-01-09;13,4;23,58;98;
2002-01-10;24,8;23,64;94,75;
2002-01-11;36;25,74;87,25;
2002-01-12;1,3;27,02;85,5;
2002-01-13;0;25,44;94,5;
2002-01-14;19,8;25,32;92,25;
2002-01-15;6,8;24,38;96,25;
2002-01-16;35,4;25,18;91;
2002-01-17;2,4;25,44;92,5;
2002-01-18;5,1;23,92;97,25;
2002-01-19;74,4;24,74;93,75;
2002-01-20;25,5;26,1;92;
2002-01-21;0;26;91,5;
2002-01-22;3,4;25,6;92,5;
2002-01-23;6;26,74;87,25;
2002-01-24;0;27,88;85,5;
2002-01-25;4,8;26,7;91,25;
2002-01-26;0;27,48;89,75;
2002-01-27;4,8;27,94;87,25;
2002-01-28;0;28,56;84,5;
2002-01-29;0;27,1;90;
2002-01-30;0;28,3;84,5;
2002-01-31;,1;29,32;80,75;
2002-02-01;0;24,92;93;
2002-02-02;23;26,06;88,5;
2002-02-03;0;25,22;94,75;
2002-02-04;7,6;26,02;89;
2002-02-05;0;25,92;92,75;
2002-02-06;88,5;23,92;93,75;
2002-02-07;,7;26,42;87,5;
2002-02-08;0;23,9;98;
2002-02-09;10,8;23,92;94,75;
2002-02-10;2,6;25,58;87,75;
2002-02-11;2,2;24,76;95,75;
2002-02-12;10,8;23,94;93;
2002-02-13;,2;26,58;88;
2002-02-14;0;27,56;81,5;
2002-02-15;0;27,2;88,25;
2002-02-16;20;25,42;91,75;
2002-02-17;4,4;27,02;88,25;
2002-02-18;0;28,74;83,25;
2002-02-19;1,6;26,96;88,75;
2002-02-20;0;28,06;84,25;
2002-02-21;0;29,26;77,75;
2002-02-22;0;28,94;75,75;
2002-02-23;0;28,66;80,5;
2002-02-24;0;28,68;85,25;
2002-02-25;23,6;27,82;83,75;
2002-02-26;0;28,22;86;
2002-02-27;0;27,56;83,5;
2002-02-28;2,4;27,28;85,75;
2002-03-01;4,6;28,24;83,75;
2002-03-02;1,1;26,48;86,75;
2002-03-03;,2;24,74;97,25;
2002-03-04;14,7;23,3;96;
2002-03-05;19,9;22,2;96,75;
2002-03-06;13,4;25,72;89,75;
2002-03-07;9,6;25,56;94,25;
2002-03-08;23,5;26,18;93,25;
2002-03-09;0;26,38;90,5;
2002-03-10;0;25,42;94,5;
2002-03-11;0;22,68;97;
2002-03-12;10,2;25,82;94,75;
2002-03-13;0;29,04;85;
2002-03-14;0;27,5;89;
2002-03-15;0;27,52;90,75;
2002-03-16;0;28,24;89,25;
2002-03-17;22,1;27,44;88,5;
2002-03-18;0;27,84;87,75;
2002-03-19;0;26,62;91,5;
2002-03-20;10,4;26,88;89,5;
2002-03-21;0;28,08;86,25;
2002-03-22;0;25,88;89,5;
2002-03-23;16,9;26,18;93;
2002-03-24;2,3;24,68;96;
2002-03-25;1,1;26;93,25;
2002-03-26;20,2;24,16;98,25;
2002-03-27;9,8;25,42;92,25;
2002-03-28;0;27,78;81,25;
2002-03-29;0;28,44;75,5;
2002-03-30;,7;27,34;87;
2002-03-31;3,4;28,02;81,75;
2002-04-01;0;26,78;83,25;
2002-04-02;0;27,44;82;
2002-04-03;0;28,08;82,25;
2002-04-04;15,2;25,18;87;
2002-04-05;,4;26,58;85,5;
2002-04-06;0;26,16;89;
2002-04-07;6,8;26,68;85,25;
2002-04-08;0;27,82;80,75;
2002-04-09;0;26,02;85,25;
2002-04-10;8,4;25,64;87,75;
2002-04-11;73,2;24,2;91,5;
2002-04-12;0;25,7;85;
2002-04-13;,2;27,14;81,75;
2002-04-14;26,4;24,68;94,5;
2002-04-15;2,7;24,68;95,25;
2002-04-16;13,2;25,64;87,25;
2002-04-17;1,4;27,16;82,75;
2002-04-18;,3;28,24;77,5;
2002-04-19;0;28,1;76,25;
2002-04-20;0;28,16;75,25;
2002-04-21;0;28,14;72,25;
2002-04-22;0;28,46;72,75;
2002-04-23;0;28,4;71,75;
2002-04-24;0;28,56;68,75;
2002-04-25;0;27,9;72,75;
2002-04-26;0;26,78;84,5;
2002-04-27;8;26,18;89,25;
2002-04-28;1,4;27,4;78;
2002-04-29;0;28,5;73,75;
2002-04-30;0;28,86;74;
2002-05-01;0;null;73;
2002-05-02;0;28,86;75,5;
2002-05-03;0;27,64;79;
2002-05-04;,1;27,94;83;
2002-05-05;0;27,42;81,5;
2002-05-06;2;27,96;78;
2002-05-07;0;29,16;72;
2002-05-08;0;27,44;79,25;
2002-05-09;,1;27,22;77,5;
2002-05-10;0;28,6;77,5;
2002-05-11;0;27,3;80,25;
2002-05-12;0;28,2;83,25;
2002-05-13;,2;28,66;76,75;
2002-05-14;0;29,28;75,5;
2002-05-15;0;28,28;78;
2002-05-16;0;29,5;81,25;
2002-05-17;0;null;83,25;
2002-05-18;0;28,28;83,25;
2002-05-19;0;28,46;87,5;
2002-05-20;2,2;27,18;89,25;
2002-05-21;,2;29,34;84,75;
2002-05-22;11,4;26,9;87;
2002-05-23;9;27,34;89,5;
2002-05-24;1,6;25,98;90,25;
2002-05-25;,7;24,5;94;
2002-05-26;3,3;27,34;83,75;
2002-05-27;0;27,86;82,75;
2002-05-28;0;27;79,75;
2002-05-29;0;28,04;79,75;
2002-05-30;0;28,32;79,75;
2002-05-31;0;28,04;76,5;
2002-06-01;0;27,76;79,75;
2002-06-02;0;28,34;77,25;
2002-06-03;0;28,58;79;
2002-06-04;0;28,56;76,25;
2002-06-05;0;28,04;76;
2002-06-06;0;28,24;72;
2002-06-07;0;28,14;75,5;
2002-06-08;0;27,96;74,5;
2002-06-09;0;28,08;72,75;
2002-06-10;0;28,76;79,75;
2002-06-11;0;27,68;72,25;
2002-06-12;0;27,04;68,75;
2002-06-13;0;27,86;72,75;
2002-06-14;0;27,6;80,25;
2002-06-15;,1;26,98;81,5;
2002-06-16;0;27,74;72,75;
2002-06-17;0;27,86;67,75;
2002-06-18;0;27,3;65,5;
2002-06-19;0;26,14;63,5;
2002-06-20;0;25,88;67,75;
2002-06-21;0;28,16;72;
2002-06-22;0;28,44;69,5;
2002-06-23;0;27,24;67,25;
2002-06-24;0;27,4;66,5;
2002-06-25;0;26,98;68;
2002-06-26;0;26,96;73,25;
2002-06-27;0;27,42;67,25;
2002-06-28;0;27,1;64;
2002-06-29;0;26,98;61,25;
2002-06-30;0;27,34;65,5;
2002-07-01;0;27,74;63,25;
2002-07-02;0;27,76;64;
2002-07-03;0;27,5;63;
2002-07-04;0;26,72;62,25;
2002-07-05;0;26,42;68,75;
2002-07-06;0;28,58;63,25;
2002-07-07;0;28,74;61;
2002-07-08;0;28,32;62,5;
2002-07-09;0;28,48;71,75;
2002-07-10;0;28,62;73;
2002-07-11;0;28,14;71,25;
2002-07-12;0;28,88;69,75;
2002-07-13;0;28,98;69;
2002-07-14;0;29,34;71;
2002-07-15;0;28,02;74,25;
2002-07-16;0;28,08;75,75;
2002-07-17;,1;29,12;69;
2002-07-18;0;28,08;69,75;
2002-07-19;0;27,64;77;
2002-07-20;0;28,16;68;
2002-07-21;0;27,64;62,75;
2002-07-22;0;28,38;65,25;
2002-07-23;0;28,56;64,75;
2002-07-24;0;28,8;67,5;
2002-07-25;0;28,12;69,25;
2002-07-26;0;28,58;68,75;
2002-07-27;0;28,84;65;
2002-07-28;0;28,18;64,75;
2002-07-29;0;27,86;69,75;
2002-07-30;0;28,44;62,25;
2002-07-31;0;28,38;61,25;
2002-08-01;0;28,54;70,75;
2002-08-02;0;29,2;76;
2002-08-03;0;29,08;78;
2002-08-04;0;28,22;78,5;
2002-08-05;0;28,88;74,75;
2002-08-06;0;29,22;70,75;
2002-08-07;0;28,76;71,5;
2002-08-08;0;27,94;65,5;
2002-08-09;0;27,9;63;
2002-08-10;0;27,36;64;
2002-08-11;0;28,04;65,5;
2002-08-12;0;28,12;63,75;
2002-08-13;0;28,34;68,75;
2002-08-14;0;29,48;61;
2002-08-15;0;28,52;68,75;
2002-08-16;0;29,06;64,5;
2002-08-17;0;29,16;63;
2002-08-18;0;29,14;57,75;
2002-08-19;0;28,86;61,25;
2002-08-20;0;28,68;62,5;
2002-08-21;0;29,64;59,25;
2002-08-22;0;29,4;57;
2002-08-23;0;29,48;57,5;
2002-08-24;0;29,28;59,75;
2002-08-25;0;29,5;55,25;
2002-08-26;0;28,02;57;
2002-08-27;0;28,9;61;
2002-08-28;0;28,54;58;
2002-08-29;0;28,84;60,25;
2002-08-30;0;29,74;64,25;
2002-08-31;0;29,72;64,25;
2002-09-01;0;29,94;67;
2002-09-02;0;29,52;59,5;
2002-09-03;0;29,42;63;
2002-09-04;0;26,16;73,25;
2002-09-05;0;27,66;71,25;
2002-09-06;0;28,34;70,25;
2002-09-07;0;30,32;64,75;
2002-09-08;9,3;27,8;75,5;
2002-09-09;22;27,24;77,75;
2002-09-10;0;28,56;67,5;
2002-09-11;0;28,48;63,5;
2002-09-12;0;29,92;63,25;
2002-09-13;0;29,5;62,75;
2002-09-14;0;28,9;67,5;
2002-09-15;0;28,36;67,75;
2002-09-16;0;29,18;65,25;
2002-09-17;0;29,56;54,5;
2002-09-18;0;28,58;55,75;
2002-09-19;0;29,36;60,5;
2002-09-20;0;28,82;65,75;
2002-09-21;0;29,82;64,5;
2002-09-22;0;29,16;71,75;
2002-09-23;0;27,82;75,5;
2002-09-24;0;24,56;93,75;
2002-09-25;37,7;25,56;89,5;
2002-09-26;,8;26,2;86,5;
2002-09-27;,3;27,32;84,5;
2002-09-28;12,4;25,2;92;
2002-09-29;0;26,74;90,25;
2002-09-30;0;26,78;80,75;
2002-10-01;,6;26,8;87;
2002-10-02;4;27,24;76,75;
2002-10-03;0;28,24;71,25;
2002-10-04;0;28,08;75;
2002-10-05;4,7;25,66;84,75;
2002-10-06;0;26,06;91;
2002-10-07;7,4;26,14;82,5;
2002-10-08;0;28,8;76;
2002-10-09;0;28,88;69,25;
2002-10-10;0;26,18;88,5;
2002-10-11;0;27,74;79;
2002-10-12;0;27,06;84,5;
2002-10-13;0;28,02;77,75;
2002-10-14;0;26,62;86,25;
2002-10-15;2,8;24,62;89;
2002-10-16;,2;27,22;78,5;
2002-10-17;0;26,94;84;
2002-10-18;1,8;26,52;78,25;
2002-10-19;0;25,22;84;
2002-10-20;11;25,06;90;
2002-10-21;3,6;26,22;86,25;
2002-10-22;,2;27,56;81,75;
2002-10-23;0;26,52;82,5;
2002-10-24;,1;23,7;93;
2002-10-25;5,9;25,66;88;
2002-10-26;0;27,5;81,25;
2002-10-27;0;28,34;79;
2002-10-28;0;28,22;82,5;
2002-10-29;0;27,88;77,5;
2002-10-30;0;25,5;91;
2002-10-31;8,6;24,48;92;
2002-11-01;0;26,54;87,75;
2002-11-02;0;29,16;79;
2002-11-03;0;26,44;87,5;
2002-11-04;6,3;26,24;89;
2002-11-05;0;26,6;81;
2002-11-06;0;26,76;84;
2002-11-07;0;28,34;78,5;
2002-11-08;0;26,64;83,5;
2002-11-09;15,3;23,78;94;
2002-11-10;6,7;26,1;84,25;
2002-11-11;0;28,34;72;
2002-11-12;0;26,6;80,5;
2002-11-13;8;27,58;85,25;
2002-11-14;13,2;26,62;84,25;
2002-11-15;2,2;27,04;79;
2002-11-16;0;27,88;73;
2002-11-17;0;28,2;72,75;
2002-11-18;0;28,56;71,75;
2002-11-19;0;26,34;82;
2002-11-20;2,4;26,68;86;
2002-11-21;0;26,84;94,25;
2002-11-22;14;25,12;94,5;
2002-11-23;4,2;25,82;88,5;
2002-11-24;0;26,08;86;
2002-11-25;0;25,6;89;
2002-11-26;0;25,9;94,25;
2002-11-27;39,2;26,98;89,75;
2002-11-28;0;27,96;88;
2002-11-29;0;27,02;91,5;
2002-11-30;0;27,26;89,75;
2002-12-01;0;26,06;90;
2002-12-02;8,3;23,7;92;
2002-12-03;1,6;27,14;77,75;
2002-12-04;0;28,46;78,5;
2002-12-05;0;26,04;88,5;
2002-12-06;9,2;28,14;73,75;
2002-12-07;0;26,1;79,25;
2002-12-08;107,6;25,46;90,5;
2002-12-09;2,4;25,34;90,75;
2002-12-10;24,8;26,64;83,5;
2002-12-11;,1;25,94;87,25;
2002-12-12;1,1;27,7;73,75;
2002-12-13;5,8;26,16;79,5;
2002-12-14;,5;26,14;84,5;
2002-12-15;36,1;26,84;81,75;
2002-12-16;4,4;25,88;83;
2002-12-17;,6;25,6;81,75;
2002-12-18;,4;26,28;89,25;
2002-12-19;3,4;24,72;83;
2002-12-20;12,6;24,06;88;
2002-12-21;12,4;27,06;75,75;
2002-12-22;0;28,16;79,75;
2002-12-23;0;28,28;76;
2002-12-24;0;27,92;67;
2002-12-25;7,6;27,68;72,75;
2002-12-26;0;26,72;81,5;
2002-12-27;33,8;26,02;82,75;
2002-12-28;,6;24,68;93,75;
2002-12-29;34,2;24,8;88,75;
2002-12-30;4,7;25,76;85;
2002-12-31;0;26,82;79,5;
2003-01-01;,6;26,74;83;
2003-01-02;0;26,76;93,5;
2003-01-03;15,2;27,9;78,25;
2003-01-04;0;29,58;71,5;
2003-01-05;0;28,22;76,75;
2003-01-06;0;27,32;86,75;
2003-01-07;,4;26,62;82,25;
2003-01-08;,2;28,6;71,25;
2003-01-09;0;27,48;77;
2003-01-10;13,4;28,54;75;
2003-01-11;0;28,24;74,5;
2003-01-12;0;28,84;69,5;
2003-01-13;0;27,82;73,5;
2003-01-14;0;27;85,75;
2003-01-15;2,5;25,86;89,5;
2003-01-16;30,7;27,24;79;
2003-01-17;0;26,72;87,25;
2003-01-18;,7;25,28;88,25;
2003-01-19;46;25,76;88;
2003-01-20;0;26,52;84,25;
2003-01-21;100;25,36;88,75;
2003-01-22;56,6;25,14;88,5;
2003-01-23;12,2;25,14;84,75;
2003-01-24;3,1;27,26;76,75;
2003-01-25;0;26,98;80,25;
2003-01-26;,7;28,28;76,75;
2003-01-27;0;27,48;80;
2003-01-28;1,3;25,88;87,75;
2003-01-29;7;26,44;78,25;
2003-01-30;10,8;23,8;89,25;
2003-01-31;2,1;25,4;85,75;
2003-02-01;16,4;25,84;79;
2003-02-02;10;26,84;78,75;
2003-02-03;0;28,14;76,25;
2003-02-04;,4;29,44;70,25;
2003-02-05;0;27,28;83;
2003-02-06;9,2;26,56;82,5;
2003-02-07;,2;27,98;73,5;
2003-02-08;0;28,24;77,25;
2003-02-09;2,3;26,36;82,5;
2003-02-10;2,6;26,5;78,25;
2003-02-11;0;26,8;77,5;
2003-02-12;0;25,58;83,5;
2003-02-13;0;27,14;71,75;
2003-02-14;,7;25,24;85,75;
2003-02-15;,2;26,28;82,5;
2003-02-16;2,8;25,88;83,75;
2003-02-17;1,6;26,5;82,75;
2003-02-18;4,2;23,8;95,5;
2003-02-19;43,4;24,54;93,5;
2003-02-20;9;25,66;83,75;
2003-02-21;,1;24,9;91;
2003-02-22;15,8;25,46;86;
2003-02-23;4;25,18;91;
2003-02-24;15,5;25,2;87,5;
2003-02-25;6;25,08;91,75;
2003-02-26;1,2;26,04;80,75;
2003-02-27;,1;26,34;81,75;
2003-02-28;6,2;25,76;86,25;
2003-03-01;26,6;25,62;88;
2003-03-02;35,2;26,16;84,75;
2003-03-03;15,4;26,02;84,25;
2003-03-04;7,8;27,2;83,25;
2003-03-05;10,7;26,34;82;
2003-03-06;2,1;24,68;84,5;
2003-03-07;,4;26,34;82,5;
2003-03-08;15,5;25,48;84;
2003-03-09;0;27,96;77,75;
2003-03-10;0;27,68;77,75;
2003-03-11;0;27,26;82,75;
2003-03-12;,9;25,86;91,75;
2003-03-13;6,4;26,08;83,25;
2003-03-14;0;25;89;
2003-03-15;4,4;24,88;88,75;
2003-03-16;,7;24,64;85,75;
2003-03-17;0;26,48;81;
2003-03-18;1,2;26,56;80,75;
2003-03-19;6,3;25,14;88,25;
2003-03-20;0;27,52;74;
2003-03-21;0;27,48;87;
2003-03-22;58,2;23,88;92;
2003-03-23;15,3;26,18;82,5;
2003-03-24;3;25,84;90,75;
2003-03-25;31;25,9;86,25;
2003-03-26;,6;25,9;83,5;
2003-03-27;0;27,94;77,5;
2003-03-28;13,4;26,7;86,75;
2003-03-29;3,2;26;85,5;
2003-03-30;0;27,8;78,75;
2003-03-31;11;24,96;85,75;
2003-04-01;16,4;26,14;86;
2003-04-02;4,6;26,02;85;
2003-04-03;0;27,14;81,25;
2003-04-04;0;28,48;75,5;
2003-04-05;0;27,64;81,25;
2003-04-06;0;26,38;93,25;
2003-04-07;43,6;26,6;86,75;
2003-04-08;2,8;26,66;83,25;
2003-04-09;34,4;26,28;89;
2003-04-10;9,2;26,66;80,5;
2003-04-11;0;28,08;85,5;
2003-04-12;9,1;26,76;88,25;
2003-04-13;4,9;26,08;88,25;
2003-04-14;19,1;23,52;95,5;
2003-04-15;36,4;26,42;84,75;
2003-04-16;2,2;26,76;82;
2003-04-17;0;27,42;80;
2003-04-18;11,4;26,8;87;
2003-04-19;0;28,26;76,75;
2003-04-20;0;29,14;68,5;
2003-04-21;0;28,52;74,5;
2003-04-22;0;28,8;66;
2003-04-23;1,4;28,94;66,5;
2003-04-24;0;27,68;72,75;
2003-04-25;0;27,9;71,25;
2003-04-26;0;26,06;83;
2003-04-27;0;28,12;73,5;
2003-04-28;0;27,22;83,5;
2003-04-29;0;27,12;77,75;
2003-04-30;0;28,1;74;
2003-05-01;0;28,06;75,25;
2003-05-02;0;28,74;76,25;
2003-05-03;3,4;27,58;83,5;
2003-05-04;3,7;25,54;84,5;
2003-05-05;0;27,4;77;
2003-05-06;22,8;25,46;86,75;
2003-05-07;,6;26,36;87,75;
2003-05-08;27,4;26,96;81,75;
2003-05-09;0;27,64;82,25;
2003-05-10;,7;26,1;80,5;
2003-05-11;0;27,9;76,75;
2003-05-12;0;27,88;73,75;
2003-05-13;0;28,44;68,75;
2003-05-14;0;28,4;69,5;
2003-05-15;0;28,58;64,25;
2003-05-16;0;27,86;66;
2003-05-17;0;27,84;66,5;
2003-05-18;0;27,92;70,75;
2003-05-19;0;27,68;61,75;
2003-05-20;0;28,08;67;
2003-05-21;0;28,94;67;
2003-05-22;0;28,64;69;
2003-05-23;0;28,96;68,25;
2003-05-24;0;29,54;66,5;
2003-05-25;0;29,18;69,25;
2003-05-26;0;27,56;76,75;
2003-05-27;,1;25,72;81,75;
2003-05-28;2,7;26,76;80,25;
2003-05-29;0;27,68;72,5;
2003-05-30;0;27,46;78,75;
2003-05-31;,8;27,34;78,75;
2003-06-01;1,1;27,8;72,5;
2003-06-02;0;28,14;72,75;
2003-06-03;0;27,72;72,5;
2003-06-04;0;28,6;62,75;
2003-06-05;0;28,36;64;
2003-06-06;0;27,7;67;
2003-06-07;0;28,38;67,25;
2003-06-08;0;28,28;57;
2003-06-09;0;27,52;56,5;
2003-06-10;0;27,12;59,25;
2003-06-11;0;27,4;60,25;
2003-06-12;0;28,14;64;
2003-06-13;0;28,64;61,75;
2003-06-14;0;28,48;56,75;
2003-06-15;0;28,38;59;
2003-06-16;0;27,46;55,5;
2003-06-17;0;27,82;64,5;
2003-06-18;0;27,9;59,25;
2003-06-19;0;28,7;59;
2003-06-20;0;28,8;38,75;
2003-06-21;0;29,04;61,25;
2003-06-22;0;28,76;61;
2003-06-23;0;26,34;73,5;
2003-06-24;0;28,04;64,75;
2003-06-25;0;28,24;58;
2003-06-26;0;28,38;62;
2003-06-27;0;28;66,25;
2003-06-28;0;27,96;61,5;
2003-06-29;0;26,96;57;
2003-06-30;0;27,88;53,25;
2003-07-01;0;27,92;55,75;
2003-07-02;0;27,18;58;
2003-07-03;0;28,3;56,75;
2003-07-04;0;28,48;51;
2003-07-05;0;28,3;52;
2003-07-06;0;27,84;57,25;
2003-07-07;0;27,58;53,5;
2003-07-08;0;27,96;52,5;
2003-07-09;0;28,66;59;
2003-07-10;0;28,08;51;
2003-07-11;0;27,58;51,25;
2003-07-12;0;27,8;48,25;
2003-07-13;0;27,52;56,75;
2003-07-14;0;27,32;54,75;
2003-07-15;0;26,96;49;
2003-07-16;0;27,58;55,75;
2003-07-17;null;27,54;52,25;
2003-07-18;0;27,64;50,75;
2003-07-19;0;27,64;53,25;
2003-07-20;0;28,1;55,25;
2003-07-21;0;27,4;52,25;
2003-07-22;0;27,12;50,25;
2003-07-23;0;27,46;50,25;
2003-07-24;0;27,28;46,25;
2003-07-25;0;27,92;52;
2003-07-26;0;28,3;50,25;
2003-07-27;0;28,16;49,75;
2003-07-28;0;27,86;46,75;
2003-07-29;0;28,08;48,75;
2003-07-30;0;28,84;48,75;
2003-07-31;0;29;52;
2003-08-01;0;29,28;51,25;
2003-08-02;0;28,84;50,5;
2003-08-03;0;28,32;47,75;
2003-08-04;0;28,72;46,5;
2003-08-05;0;29,06;53,75;
2003-08-06;0;29,54;48,75;
2003-08-07;0;28,98;44,25;
2003-08-08;0;29,32;43,25;
2003-08-09;0;29,34;47,75;
2003-08-10;0;27,92;54,25;
2003-08-11;0;29,1;50,5;
2003-08-12;0;29,84;55,25;
2003-08-13;0;28,54;74,5;
2003-08-14;7;28,86;61;
2003-08-15;0;29,34;58,25;
2003-08-16;0;27,2;68,5;
2003-08-17;7,4;28,04;64,25;
2003-08-18;0;29,1;57,5;
2003-08-19;,2;28;62;
2003-08-20;0;28;55;
2003-08-21;0;28,58;48,75;
2003-08-22;0;29,08;50;
2003-08-23;0;29,36;49,5;
2003-08-24;0;29,38;49,5;
2003-08-25;0;30,28;51;
2003-08-26;0;29,66;54,25;
2003-08-27;0;27,94;63;
2003-08-28;0;25,12;85,75;
2003-08-29;18,1;28,02;69;
2003-08-30;0;26,76;78,75;
2003-08-31;8,6;26,64;73,5;
2003-09-01;0;28,14;66,75;
2003-09-02;0;26,02;85,5;
2003-09-03;13,4;28,36;60,75;
2003-09-04;0;28,36;55,5;
2003-09-05;0;29,12;52,5;
2003-09-06;0;29,06;53;
2003-09-07;0;29,78;66,75;
2003-09-08;0;29,68;52;
2003-09-09;0;29,26;54,25;
2003-09-10;0;29,52;55,75;
2003-09-11;0;29,68;51,5;
2003-09-12;0;27,92;69,75;
2003-09-13;2;24,42;89;
2003-09-14;29,8;26,04;76;
2003-09-15;1;28,46;66,5;
2003-09-16;0;26,74;75,75;
2003-09-17;0;28,84;60,75;
2003-09-18;0;29,78;61;
2003-09-19;0;27,86;81;
2003-09-20;2,9;25,82;81,25;
2003-09-21;0;28,54;61,5;
2003-09-22;0;29,04;58,25;
2003-09-23;0;29,52;54,5;
2003-09-24;0;29,2;63;
2003-09-25;0;29,24;61,5;
2003-09-26;0;30;59;
2003-09-27;0;27,98;73;
2003-09-28;7;28,16;67,25;
2003-09-29;0;28,96;65;
2003-09-30;23;26,42;81,5;
2003-10-01;0;29,06;70,75;
2003-10-02;13,2;26,08;76,75;
2003-10-03;1,4;23,82;92;
2003-10-04;13,4;27,62;70,75;
2003-10-05;0;28,88;69;
2003-10-06;0;29,08;67,75;
2003-10-07;0;27,58;74,5;
2003-10-08;0;28,28;69,75;
2003-10-09;0;28,84;69,25;
2003-10-10;0;27,44;75,5;
2003-10-11;0;29,28;63,25;
2003-10-12;0;26,3;86,25;
2003-10-13;54,2;26,6;78,25;
2003-10-14;0;27,36;71,75;
2003-10-15;2;26,86;78,75;
2003-10-16;0;28,06;70,5;
2003-10-17;6,4;26,26;82,5;
2003-10-18;0;27,16;83;
2003-10-19;0;29,26;68;
2003-10-20;0;29,68;68,5;
2003-10-21;0;28,58;71,25;
2003-10-22;0;27,18;79;
2003-10-23;14,4;24,92;84,5;
2003-10-24;12,6;25,6;83,5;
2003-10-25;0;27,26;76;
2003-10-26;0;26,48;76,75;
2003-10-27;0;26,78;73,75;
2003-10-28;,6;26,4;80,75;
2003-10-29;0;28,62;72,25;
2003-10-30;0;26,12;85,25;
2003-10-31;30,2;26,68;75,5;
2003-11-01;0;23,62;94,75;
2003-11-02;33;27,34;77,75;
2003-11-03;0;27,68;71,5;
2003-11-04;0;25,96;84,5;
2003-11-05;40;24,48;86,5;
2003-11-06;0;26,92;74;
2003-11-07;0;29,34;69;
2003-11-08;0;26,22;87,75;
2003-11-09;18,2;26,96;88;
